0,0,20,0,0,0,10000,1.#QNAN,1.#QNAN,20000,-1,-0,30000,1.#QNAN,1.#QNAN,-1,-0,0,1,16.1803,11.7557,0,0,10000,1.#QNAN,1.#QNAN,20000,-0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,-0.587785,0,2,6.18034,19.0211,0,0,10000,1.#QNAN,1.#QNAN,20000,-0.309017,-0.951057,30000,1.#QNAN,1.#QNAN,-0.309017,-0.951057,0,3,-6.18034,19.0211,0,0,10000,1.#QNAN,1.#QNAN,20000,0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,0.309017,-0.951056,0,4,-16.1803,11.7557,0,0,10000,1.#QNAN,1.#QNAN,20000,0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,0.809017,-0.587785,0,5,-20,-1.74846e-006,0,0,10000,1.#QNAN,1.#QNAN,20000,1,8.74228e-008,30000,1.#QNAN,1.#QNAN,1,8.74228e-008,0,6,-16.1803,-11.7557,0,0,10000,1.#QNAN,1.#QNAN,20000,0.809017,0.587785,30000,1.#QNAN,1.#QNAN,0.809017,0.587785,0,7,-6.18034,-19.0211,0,0,10000,1.#QNAN,1.#QNAN,20000,0.309017,0.951056,30000,1.#QNAN,1.#QNAN,0.309017,0.951056,0,8,6.18034,-19.0211,0,0,10000,1.#QNAN,1.#QNAN,20000,-0.309017,0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,0.951056,0,9,16.1803,-11.7557,0,0,10000,1.#QNAN,1.#QNAN,20000,-0.809017,0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,0.587785,
0.25,0,19.75,0,-1,-0,10000,1.#QNAN,1.#QNAN,20000,-1,-0,30000,1.#QNAN,1.#QNAN,-1,-0,0.25,1,15.9781,11.6088,-0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,-0.587785,0.25,2,6.10309,18.7834,-0.309017,-0.951057,10000,1.#QNAN,1.#QNAN,20000,-0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,-0.951056,0.25,3,-6.10309,18.7834,0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,0.309017,-0.951056,0.25,4,-15.9781,11.6088,0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,0.809017,-0.587785,0.25,5,-19.75,-1.7266e-006,1,8.74228e-008,10000,1.#QNAN,1.#QNAN,20000,1,8.74228e-008,30000,1.#QNAN,1.#QNAN,1,8.74228e-008,0.25,6,-15.9781,-11.6088,0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,0.587785,30000,1.#QNAN,1.#QNAN,0.809017,0.587785,0.25,7,-6.10309,-18.7834,0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,0.951056,30000,1.#QNAN,1.#QNAN,0.309017,0.951056,0.25,8,6.10309,-18.7834,-0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,0.951056,0.25,9,15.9781,-11.6088,-0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,0.587785,
0.5,0,19.5,0,-1,-0,10000,1.#QNAN,1.#QNAN,20000,-1,-0,30000,1.#QNAN,1.#QNAN,-1,-0,0.5,1,15.7758,11.4618,-0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,-0.587785,0.5,2,6.02583,18.5456,-0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,-0.951057,30000,1.#QNAN,1.#QNAN,-0.309017,-0.951057,0.5,3,-6.02583,18.5456,0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,0.309017,-0.951056,0.5,4,-15.7758,11.4618,0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,0.809017,-0.587785,0.5,5,-19.5,-1.70474e-006,1,8.74228e-008,10000,1.#QNAN,1.#QNAN,20000,1,8.74228e-008,30000,1.#QNAN,1.#QNAN,1,8.74228e-008,0.5,6,-15.7758,-11.4618,0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,0.587785,30000,1.#QNAN,1.#QNAN,0.809017,0.587785,0.5,7,-6.02583,-18.5456,0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,0.951056,30000,1.#QNAN,1.#QNAN,0.309017,0.951056,0.5,8,6.02583,-18.5456,-0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,0.951056,0.5,9,15.7758,-11.4618,-0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,0.587785,
0.75,0,19.25,0,-1,-0,10000,1.#QNAN,1.#QNAN,20000,-1,-0,30000,1.#QNAN,1.#QNAN,-1,-0,0.75,1,15.5736,11.3149,-0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,-0.587785,0.75,2,5.94858,18.3078,-0.309017,-0.951057,10000,1.#QNAN,1.#QNAN,20000,-0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,-0.951056,0.75,3,-5.94858,18.3078,0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,0.309017,-0.951056,0.75,4,-15.5736,11.3149,0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,0.809017,-0.587785,0.75,5,-19.25,-1.68289e-006,1,8.74228e-008,10000,1.#QNAN,1.#QNAN,20000,1,8.74228e-008,30000,1.#QNAN,1.#QNAN,1,8.74228e-008,0.75,6,-15.5736,-11.3149,0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,0.587785,30000,1.#QNAN,1.#QNAN,0.809017,0.587785,0.75,7,-5.94858,-18.3078,0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,0.951056,30000,1.#QNAN,1.#QNAN,0.309017,0.951056,0.75,8,5.94858,-18.3078,-0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,0.951056,0.75,9,15.5736,-11.3149,-0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,0.587785,
1,0,19,0,-1,-0,10000,1.#QNAN,1.#QNAN,20000,-1,-0,30000,1.#QNAN,1.#QNAN,-1,-0,1,1,15.3713,11.1679,-0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,-0.587785,1,2,5.87132,18.0701,-0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,-0.951057,30000,1.#QNAN,1.#QNAN,-0.309017,-0.951057,1,3,-5.87132,18.0701,0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,0.309017,-0.951056,1,4,-15.3713,11.1679,0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,0.809017,-0.587785,1,5,-19,-1.66103e-006,1,8.74228e-008,10000,1.#QNAN,1.#QNAN,20000,1,8.74228e-008,30000,1.#QNAN,1.#QNAN,1,8.74228e-008,1,6,-15.3713,-11.1679,0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,0.587785,30000,1.#QNAN,1.#QNAN,0.809017,0.587785,1,7,-5.87132,-18.0701,0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,0.951056,30000,1.#QNAN,1.#QNAN,0.309017,0.951056,1,8,5.87133,-18.0701,-0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,0.951056,1,9,15.3713,-11.1679,-0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,0.587785,
1.25,0,18.75,0,-1,-0,10000,1.#QNAN,1.#QNAN,20000,-1,-0,30000,1.#QNAN,1.#QNAN,-1,-0,1.25,1,15.1691,11.021,-0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,-0.587785,1.25,2,5.79407,17.8323,-0.309017,-0.951057,10000,1.#QNAN,1.#QNAN,20000,-0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,-0.951056,1.25,3,-5.79407,17.8323,0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,0.309017,-0.951056,1.25,4,-15.1691,11.021,0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,0.809017,-0.587785,1.25,5,-18.75,-1.63918e-006,1,8.74228e-008,10000,1.#QNAN,1.#QNAN,20000,1,8.74228e-008,30000,1.#QNAN,1.#QNAN,1,8.74228e-008,1.25,6,-15.1691,-11.021,0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,0.587785,30000,1.#QNAN,1.#QNAN,0.809017,0.587785,1.25,7,-5.79407,-17.8323,0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,0.951056,30000,1.#QNAN,1.#QNAN,0.309017,0.951056,1.25,8,5.79407,-17.8323,-0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,0.951056,1.25,9,15.1691,-11.021,-0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,0.587785,
1.5,0,18.5,0,-1,-0,10000,1.#QNAN,1.#QNAN,20000,-1,-0,30000,1.#QNAN,1.#QNAN,-1,-0,1.5,1,14.9668,10.874,-0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,-0.587785,1.5,2,5.71681,17.5945,-0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,-0.951057,30000,1.#QNAN,1.#QNAN,-0.309017,-0.951057,1.5,3,-5.71681,17.5945,0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,0.309017,-0.951056,1.5,4,-14.9668,10.874,0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,0.809017,-0.587785,1.5,5,-18.5,-1.61732e-006,1,8.74228e-008,10000,1.#QNAN,1.#QNAN,20000,1,8.74228e-008,30000,1.#QNAN,1.#QNAN,1,8.74228e-008,1.5,6,-14.9668,-10.874,0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,0.587785,30000,1.#QNAN,1.#QNAN,0.809017,0.587785,1.5,7,-5.71682,-17.5945,0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,0.951056,30000,1.#QNAN,1.#QNAN,0.309017,0.951056,1.5,8,5.71682,-17.5945,-0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,0.951056,1.5,9,14.9668,-10.874,-0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,0.587785,
1.75,0,18.25,0,-1,-0,10000,1.#QNAN,1.#QNAN,20000,-1,-0,30000,1.#QNAN,1.#QNAN,-1,-0,1.75,1,14.7646,10.7271,-0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,-0.587785,1.75,2,5.63956,17.3568,-0.309017,-0.951057,10000,1.#QNAN,1.#QNAN,20000,-0.309017,-0.951057,30000,1.#QNAN,1.#QNAN,-0.309017,-0.951057,1.75,3,-5.63956,17.3568,0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,0.309017,-0.951056,1.75,4,-14.7646,10.7271,0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,0.809017,-0.587785,1.75,5,-18.25,-1.59547e-006,1,8.74228e-008,10000,1.#QNAN,1.#QNAN,20000,1,8.74228e-008,30000,1.#QNAN,1.#QNAN,1,8.74228e-008,1.75,6,-14.7646,-10.7271,0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,0.587785,30000,1.#QNAN,1.#QNAN,0.809017,0.587785,1.75,7,-5.63956,-17.3568,0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,0.951056,30000,1.#QNAN,1.#QNAN,0.309017,0.951056,1.75,8,5.63956,-17.3568,-0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,0.951056,1.75,9,14.7646,-10.7271,-0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,0.587785,
2,0,18,0,-1,-0,10000,1.#QNAN,1.#QNAN,20000,-1,-0,30000,1.#QNAN,1.#QNAN,-1,-0,2,1,14.5623,10.5801,-0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,-0.587785,2,2,5.5623,17.119,-0.309017,-0.951057,10000,1.#QNAN,1.#QNAN,20000,-0.309017,-0.951057,30000,1.#QNAN,1.#QNAN,-0.309017,-0.951057,2,3,-5.56231,17.119,0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,0.309017,-0.951056,2,4,-14.5623,10.5801,0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,0.809017,-0.587785,2,5,-18,-1.57361e-006,1,8.74228e-008,10000,1.#QNAN,1.#QNAN,20000,1,8.74228e-008,30000,1.#QNAN,1.#QNAN,1,8.74228e-008,2,6,-14.5623,-10.5801,0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,0.587785,30000,1.#QNAN,1.#QNAN,0.809017,0.587785,2,7,-5.56231,-17.119,0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,0.951056,30000,1.#QNAN,1.#QNAN,0.309017,0.951056,2,8,5.56231,-17.119,-0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,0.951056,2,9,14.5623,-10.5801,-0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,0.587785,
2.25,0,17.75,0,-1,-0,10000,1.#QNAN,1.#QNAN,20000,-1,-0,30000,1.#QNAN,1.#QNAN,-1,-0,2.25,1,14.3601,10.4332,-0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,-0.587785,2.25,2,5.48505,16.8813,-0.309017,-0.951057,10000,1.#QNAN,1.#QNAN,20000,-0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,-0.951056,2.25,3,-5.48505,16.8813,0.309017,-0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,-0.951056,30000,1.#QNAN,1.#QNAN,0.309017,-0.951056,2.25,4,-14.3601,10.4332,0.809017,-0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,-0.587785,30000,1.#QNAN,1.#QNAN,0.809017,-0.587785,2.25,5,-17.75,-1.55175e-006,1,8.74228e-008,10000,1.#QNAN,1.#QNAN,20000,1,8.74228e-008,30000,1.#QNAN,1.#QNAN,1,8.74228e-008,2.25,6,-14.3601,-10.4332,0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,0.809017,0.587785,30000,1.#QNAN,1.#QNAN,0.809017,0.587785,2.25,7,-5.48505,-16.8813,0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,0.309017,0.951056,30000,1.#QNAN,1.#QNAN,0.309017,0.951056,2.25,8,5.48505,-16.8813,-0.309017,0.951056,10000,1.#QNAN,1.#QNAN,20000,-0.309017,0.951056,30000,1.#QNAN,1.#QNAN,-0.309017,0.951056,2.25,9,14.3601,-10.4332,-0.809017,0.587785,10000,1.#QNAN,1.#QNAN,20000,-0.809017,0.587785,30000,1.#QNAN,1.#QNAN,-0.809017,0.587785,
