33.5,1,-13.111,0.7147,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
33.75,1,-13.361,0.6997,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
34,1,-13.61,0.6847,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
34.25,1,-13.86,0.6697,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
34.5,1,-14.109,0.6547,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
34.75,1,-14.359,0.63969,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
35,1,-14.608,0.62469,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
35.25,1,-14.858,0.60969,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
35.5,1,-15.108,0.59469,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
35.75,1,-15.357,0.57969,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
36,1,-15.607,0.56469,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
36.25,1,-15.856,0.54968,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
36.5,1,-16.106,0.53468,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
36.75,1,-16.355,0.51968,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
37,1,-16.605,0.50468,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
37.25,1,-16.854,0.48968,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
37.5,1,-17.104,0.47467,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
37.75,1,-17.354,0.45967,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
38,1,-17.603,0.44467,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
38.25,1,-17.853,0.42967,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
38.5,1,-18.102,0.41467,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
38.75,1,-18.352,0.39967,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
39,1,-18.601,0.38466,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
39.25,1,-18.851,0.36966,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
39.5,1,-19.1,0.35466,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
39.75,1,-19.35,0.33966,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
40,1,-19.599,0.32466,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
40.25,1,-19.849,0.30965,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
40.5,1,-20.099,0.29465,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
40.75,1,-20.348,0.27965,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
41,1,-20.598,0.26465,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
41.25,1,-20.847,0.24965,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
41.5,1,-21.097,0.23465,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
41.75,1,-21.346,0.21964,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
42,1,-21.596,0.20464,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
42.25,1,-21.845,0.18964,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
42.5,1,-22.095,0.17464,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
42.75,1,-22.345,0.15964,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
43,1,-22.594,0.14463,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
43.25,1,-22.844,0.12963,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
43.5,1,-23.093,0.11463,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-0.9982,-0.060007,3000,NaN,NaN
43.75,1,-23.343,0.09963,-0.9982,-0.060007,8888,1000,NaN,NaN,2000,-1,-0,3000,NaN,NaN
44,1,-23.343,0.09963,0,0,8888,1000,NaN,NaN,2000,-1,-0,3000,NaN,NaN
